,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage,Car_Age,Engine_Bin,Mileage_per_Year,Log_Price,Log_Mileage,Age_Band,title_lower,Is_Premium,Brand,Model,Usage_Level,Expected_Mileage,Mileage_Delta,Owners_per_Year,Price_per_Seat,Price_per_Year_Age,Door_Category,Is_Family_Car,Brand_Avg_Price,Model_Avg_Price,Engine_per_Seat,Car_Age_Squared,Premium_Age
29,Mazda Mazda2,1490,135800,2008,3,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,0,135800,15,Small (≤1.4L),9053.333333333334,7.306531398939505,11.818938494106733,10+,mazda mazda2,0,Mazda,Mazda2,Normal,135000,800,0.2,298.0,93.125,Family,1,5383.35294117647,3184.0714285714284,0.26,225,0
30,Saab 9-3,2250,98000,2006,3,Petrol,Convertible,2.0,Automatic,2.0,4.0,Euro 4,0,98000,17,Medium (1.4–2.0L),5764.705882352941,7.718685495198466,11.49272275765271,10+,saab 9-3,0,Saab,9-3,Normal,153000,-55000,0.17647058823529413,562.5,125.0,Coupe,0,2983.4285714285716,2481.5,0.5,289,0
31,Volkswagen Polo,2800,106305,2011,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,1,106305,12,Small (≤1.4L),8858.75,7.937374696163295,11.574067599912466,10+,volkswagen polo,0,Volkswagen,Polo,Normal,108000,-1695,0.3333333333333333,560.0,215.3846153846154,Family,1,6555.732824427481,5863.78125,0.24,144,0
32,BMW 1 Series,2490,86000,2011,3,Petrol,Coupe,2.0,Manual,2.0,4.0,Euro 5,0,86000,12,Medium (1.4–2.0L),7166.666666666667,7.820037989458753,11.362102575235644,10+,bmw 1 series,1,Bmw,1 Series,Normal,108000,-22000,0.25,622.5,191.53846153846155,Coupe,0,8348.596226415095,5986.63829787234,0.5,144,12
33,Vauxhall Corsa,1695,75786,2008,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,0,75786,15,Small (≤1.4L),5052.4,7.43543801981455,11.23566885800203,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,135000,-59214,0.2,339.0,105.9375,Small,1,4633.5329670329675,4975.198198198198,0.27999999999999997,225,0
34,Vauxhall Corsa,1795,99905,2010,5,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,1,99905,13,Small (≤1.4L),7685.0,7.492760300922379,11.511975013434233,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,117000,-17095,0.38461538461538464,359.0,128.21428571428572,Family,1,4633.5329670329675,4975.198198198198,0.27999999999999997,169,0
35,Vauxhall Astra,2500,95000,2011,3,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,1,95000,12,Small (≤1.4L),7916.666666666667,7.824046010856292,11.461632170582678,10+,vauxhall astra,0,Vauxhall,Astra,Normal,108000,-13000,0.25,500.0,192.30769230769232,Family,1,4633.5329670329675,3344.948051948052,0.27999999999999997,144,0
36,Volkswagen Polo,2495,149000,2010,1,Diesel,Hatchback,1.2,Manual,5.0,5.0,Euro 5,0,149000,13,Small (≤1.4L),11461.538461538461,7.822044008185619,11.911701584927597,10+,volkswagen polo,0,Volkswagen,Polo,Normal,117000,32000,0.07692307692307693,499.0,178.21428571428572,Family,1,6555.732824427481,5863.78125,0.24,169,0
37,Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6,0,62402,4,Small (≤1.4L),15600.5,9.674074388208323,11.041352605125939,3-6,mercedes-benz a class,1,Mercedes,A Class,High,36000,26402,0.25,3180.0,3180.0,Family,1,7747.066666666667,12670.9,0.26,16,4
38,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,0,22782,3,Small (≤1.4L),7594.0,9.277812087091196,10.033726029459856,0-3,vauxhall corsa,0,Vauxhall,Corsa,Normal,27000,-4218,1.0,2139.6,2674.5,Family,1,4633.5329670329675,4975.198198198198,0.24,9,0
39,Vauxhall Corsa,1795,63796,2008,3,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,0,63796,15,Small (≤1.4L),4253.066666666667,7.492760300922379,11.063445771442645,10+,vauxhall corsa,0,Vauxhall,Corsa,Low,135000,-71204,0.2,359.0,112.1875,Small,1,4633.5329670329675,4975.198198198198,0.24,225,0
40,Vauxhall Astra,1250,178000,2007,4,Petrol,Hatchback,1.8,Automatic,5.0,5.0,Euro 4,0,178000,16,Medium (1.4–2.0L),11125.0,7.1308988302963465,12.089538829274222,10+,vauxhall astra,0,Vauxhall,Astra,Normal,144000,34000,0.25,250.0,73.52941176470588,Family,1,4633.5329670329675,3344.948051948052,0.36,256,0
41,Vauxhall Corsa,988,113218,2005,3,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 4,0,113218,18,Small (≤1.4L),6289.888888888889,6.895682697747868,11.637070442711082,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,162000,-48782,0.16666666666666666,197.6,52.0,Small,1,4633.5329670329675,4975.198198198198,0.24,324,0
42,Vauxhall Astra,1995,88000,2008,3,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,1,88000,15,Medium (1.4–2.0L),5866.666666666667,7.598399329323964,11.385092093460344,10+,vauxhall astra,0,Vauxhall,Astra,Normal,135000,-47000,0.2,399.0,124.6875,Family,1,4633.5329670329675,3344.948051948052,0.36,225,0
43,Vauxhall Corsa,1999,122000,2009,3,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 4,0,122000,14,Small (≤1.4L),8714.285714285714,7.6004023345004,11.711776323715394,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,126000,-4000,0.21428571428571427,399.8,133.26666666666668,Family,1,4633.5329670329675,4975.198198198198,0.27999999999999997,196,0
44,BMW 3 Series,1449,57000,1999,3,Petrol,Saloon,1.9,Automatic,4.0,5.0,Euro 3,0,57000,24,Medium (1.4–2.0L),2375.0,7.278628942320682,10.950806546816688,,bmw 3 series,1,Bmw,3 Series,Low,216000,-159000,0.125,289.8,57.96,Sedan,1,8348.596226415095,7892.3490566037735,0.38,576,24
45,Ford Focus,1290,119000,2002,4,Petrol,Hatchback,1.6,Automatic,5.0,5.0,Euro 3,0,119000,21,Medium (1.4–2.0L),5666.666666666667,7.162397497355718,11.686878772093667,,ford focus,0,Ford,Focus,Normal,189000,-70000,0.19047619047619047,258.0,58.63636363636363,Family,1,4866.40931372549,4982.664596273292,0.32,441,0
46,Volkswagen Polo,1449,111400,2008,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,0,111400,15,Small (≤1.4L),7426.666666666667,7.278628942320682,11.620882606475321,10+,volkswagen polo,0,Volkswagen,Polo,Normal,135000,-23600,0.26666666666666666,289.8,90.5625,Family,1,6555.732824427481,5863.78125,0.24,225,0
47,Vauxhall Corsa,3295,94000,2014,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,0,94000,9,Small (≤1.4L),10444.444444444445,8.100161446936607,11.451050061252142,6-10,vauxhall corsa,0,Vauxhall,Corsa,Normal,81000,13000,0.3333333333333333,659.0,329.5,Small,1,4633.5329670329675,4975.198198198198,0.27999999999999997,81,0
48,Honda Accord,1400,155085,2004,2,Petrol,Estate,2.4,Manual,5.0,5.0,Euro 4,1,155085,19,Large (2.0–3.0L),8162.368421052632,7.24422751560335,11.951728632688903,10+,honda accord,0,Honda,Accord,Normal,171000,-15915,0.10526315789473684,280.0,70.0,Family,1,3825.2115384615386,2571.5454545454545,0.48,361,0
49,Vauxhall Corsa,1950,93000,2012,4,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,0,93000,11,Small (≤1.4L),8454.545454545454,7.575584651557793,11.440354772135393,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,99000,-6000,0.36363636363636365,390.0,162.5,Small,1,4633.5329670329675,4975.198198198198,0.24,121,0
50,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,0,22782,3,Small (≤1.4L),7594.0,9.277812087091196,10.033726029459856,0-3,vauxhall corsa,0,Vauxhall,Corsa,Normal,27000,-4218,1.0,2139.6,2674.5,Family,1,4633.5329670329675,4975.198198198198,0.24,9,0
51,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,0,69690,4,Medium (1.4–2.0L),17422.5,9.893437216682626,11.151812114432564,3-6,bmw 3 series,1,Bmw,3 Series,High,36000,33690,0.25,3960.0,3960.0,Sedan,1,8348.596226415095,7892.3490566037735,0.4,16,4
52,Ford Focus,2249,99000,2009,3,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,0,99000,14,Medium (1.4–2.0L),7071.428571428572,7.718240951959316,11.502875129116727,10+,ford focus,0,Ford,Focus,Normal,126000,-27000,0.21428571428571427,449.8,149.93333333333334,Family,1,4866.40931372549,4982.664596273292,0.36,196,0
53,Ford Focus,1390,127000,2008,3,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,0,127000,15,Medium (1.4–2.0L),8466.666666666666,7.237059026124737,11.751942365440728,10+,ford focus,0,Ford,Focus,Normal,135000,-8000,0.2,278.0,86.875,Family,1,4866.40931372549,4982.664596273292,0.32,225,0
54,Ford Focus,1795,104020,2010,4,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,0,104020,13,Medium (1.4–2.0L),8001.538461538462,7.492760300922379,11.552338467327063,10+,ford focus,0,Ford,Focus,Normal,117000,-12980,0.3076923076923077,359.0,128.21428571428572,Family,1,4866.40931372549,4982.664596273292,0.36,169,0
55,Peugeot 207,1699,92000,2009,3,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,92000,14,Small (≤1.4L),6571.428571428572,7.4377951216719325,11.429543856031177,10+,peugeot 207,0,Peugeot,207,Normal,126000,-34000,0.21428571428571427,339.8,113.26666666666667,Family,1,5463.955102040816,1680.4255319148936,0.27999999999999997,196,0
56,Ford Fiesta,999,99000,2004,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,0,99000,19,Small (≤1.4L),5210.526315789473,6.906754778648554,11.502875129116727,10+,ford fiesta,0,Ford,Fiesta,Normal,171000,-72000,0.15789473684210525,199.8,49.95,Small,1,4866.40931372549,4458.5078125,0.27999999999999997,361,0
57,Volkswagen Beetle,700,101000,2003,5,Petrol,Convertible,2.0,Manual,2.0,4.0,Euro 4,0,101000,20,Medium (1.4–2.0L),5050.0,6.551080335043404,11.522875795823397,10+,volkswagen beetle,0,Volkswagen,Beetle,Normal,180000,-79000,0.25,175.0,33.333333333333336,Coupe,0,6555.732824427481,4593.636363636364,0.5,400,0
58,Vauxhall Astra,3250,100312,2013,3,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,0,100312,10,Small (≤1.4L),10031.2,8.086410275323782,11.516040607870373,6-10,vauxhall astra,0,Vauxhall,Astra,Normal,90000,10312,0.3,650.0,295.45454545454544,Family,1,4633.5329670329675,3344.948051948052,0.27999999999999997,100,0
59,MG MG6,3245,55000,2012,3,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5,0,55000,11,Medium (1.4–2.0L),5000.0,8.08487062913819,10.915088464214607,10+,mg mg6,0,Mg,MG6,Low,99000,-44000,0.2727272727272727,649.0,270.4166666666667,Family,1,9984.555555555555,3245.0,0.36,121,0
60,Ford C-max,1250,135000,2008,5,Petrol,MPV,2.0,Automatic,5.0,5.0,Euro 4,0,135000,15,Medium (1.4–2.0L),9000.0,7.1308988302963465,11.813030057420567,10+,ford c-max,0,Ford,C-max,Normal,135000,0,0.3333333333333333,250.0,78.125,Family,1,4866.40931372549,3863.4,0.4,225,0
61,Honda Civic,1900,132000,2008,6,Petrol,Hatchback,1.8,Automatic,5.0,5.0,Euro 4,0,132000,15,Medium (1.4–2.0L),8800.0,7.549609165154532,11.790557201568507,10+,honda civic,0,Honda,Civic,Normal,135000,-3000,0.4,380.0,118.75,Family,1,3825.2115384615386,4462.3877551020405,0.36,225,0
62,Volkswagen Polo,3495,127000,2015,3,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6,0,127000,8,Small (≤1.4L),15875.0,8.15908865466791,11.751942365440728,6-10,volkswagen polo,0,Volkswagen,Polo,High,72000,55000,0.375,699.0,388.3333333333333,Small,1,6555.732824427481,5863.78125,0.2,64,0
63,MINI Hatch,10000,46923,2017,3,Petrol,Hatchback,1.5,Manual,3.0,4.0,Euro 6,0,46923,6,Medium (1.4–2.0L),7820.5,9.210340371976184,10.756263239342351,3-6,mini hatch,0,Mini,Hatch,Normal,54000,-7077,0.5,2500.0,1428.5714285714287,Small,0,6480.1752577319585,6124.846153846154,0.375,36,0
64,BMW 3 Series,19800,69690,2019,1,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,4.0,5.0,Euro 6,0,69690,4,Medium (1.4–2.0L),17422.5,9.893437216682626,11.151812114432564,3-6,bmw 3 series,1,Bmw,3 Series,High,36000,33690,0.25,3960.0,3960.0,Sedan,1,8348.596226415095,7892.3490566037735,0.4,16,4
65,Honda Civic,1000,160000,2008,5,Diesel,Hatchback,2.2,Manual,3.0,5.0,Euro 4,0,160000,15,Large (2.0–3.0L),10666.666666666666,6.907755278982137,11.982929094215963,10+,honda civic,0,Honda,Civic,Normal,135000,25000,0.3333333333333333,200.0,62.5,Small,1,3825.2115384615386,4462.3877551020405,0.44000000000000006,225,0
66,Citroen C1,1490,65500,2008,3,Petrol,Hatchback,1.0,Manual,3.0,4.0,Euro 4,0,65500,15,Small (≤1.4L),4366.666666666667,7.306531398939505,11.089805421623343,10+,citroen c1,0,Citroen,C1,Low,135000,-69500,0.2,372.5,93.125,Small,0,4678.4838709677415,2971.1428571428573,0.25,225,0
67,Vauxhall Corsa,1950,93000,2012,4,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,0,93000,11,Small (≤1.4L),8454.545454545454,7.575584651557793,11.440354772135393,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,99000,-6000,0.36363636363636365,390.0,162.5,Small,1,4633.5329670329675,4975.198198198198,0.24,121,0
68,Toyota Auris,1695,115000,2007,6,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,0,115000,16,Small (≤1.4L),7187.5,7.43543801981455,11.652687407345388,10+,toyota auris,0,Toyota,Auris,Normal,144000,-29000,0.375,339.0,99.70588235294117,Small,1,5280.310160427807,3195.75,0.27999999999999997,256,0
69,Hyundai i30,1750,130000,2010,4,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,130000,13,Small (≤1.4L),10000.0,7.4673710669175595,11.77528972943772,10+,hyundai i30,0,Hyundai,i30,Normal,117000,13000,0.3076923076923077,350.0,125.0,Family,1,4997.118279569892,3320.5238095238096,0.27999999999999997,169,0
70,Volkswagen Polo,2495,149000,2010,1,Diesel,Hatchback,1.2,Manual,5.0,5.0,Euro 5,0,149000,13,Small (≤1.4L),11461.538461538461,7.822044008185619,11.911701584927597,10+,volkswagen polo,0,Volkswagen,Polo,Normal,117000,32000,0.07692307692307693,499.0,178.21428571428572,Family,1,6555.732824427481,5863.78125,0.24,169,0
71,Honda Civic,1389,68000,2002,3,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 3,0,68000,21,Small (≤1.4L),3238.095238095238,7.236339342754344,11.127262984158243,,honda civic,0,Honda,Civic,Low,189000,-121000,0.14285714285714285,277.8,63.13636363636363,Family,1,3825.2115384615386,4462.3877551020405,0.27999999999999997,441,0
72,Ford Focus,4490,84000,2013,3,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 5,0,84000,10,Small (≤1.4L),8400.0,8.4096079807363,11.33857207782545,6-10,ford focus,0,Ford,Focus,Normal,90000,-6000,0.3,898.0,408.1818181818182,Family,1,4866.40931372549,4982.664596273292,0.2,100,0
73,Honda Civic,990,113000,2004,3,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 3,0,113000,19,Medium (1.4–2.0L),5947.368421052632,6.897704943128636,11.635143097694478,10+,honda civic,0,Honda,Civic,Normal,171000,-58000,0.15789473684210525,198.0,49.5,Family,1,3825.2115384615386,4462.3877551020405,0.32,361,0
74,Volvo S40,2849,101000,2009,4,Petrol,Saloon,1.6,Manual,4.0,5.0,Euro 4,1,101000,14,Medium (1.4–2.0L),7214.285714285715,7.954723334497908,11.522875795823397,10+,volvo s40,0,Volvo,S40,Normal,126000,-25000,0.2857142857142857,569.8,189.93333333333334,Sedan,1,3755.2820512820513,2765.8,0.32,196,0
75,SEAT Ibiza,2799,99061,2011,3,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,0,99061,12,Small (≤1.4L),8255.083333333334,7.937017489515454,11.50349110098326,10+,seat ibiza,0,Seat,Ibiza,Normal,108000,-8939,0.25,559.8,215.30769230769232,Small,1,4776.627118644068,3965.911111111111,0.24,144,0
76,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,0,55301,7,Medium (1.4–2.0L),7900.142857142857,9.121399862679535,10.920546270529568,6-10,peugeot 308,0,Peugeot,308,Normal,63000,-7699,0.42857142857142855,1829.8,1143.625,Family,1,5463.955102040816,6787.46,0.32,49,0
77,Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6,0,62402,4,Small (≤1.4L),15600.5,9.674074388208323,11.041352605125939,3-6,mercedes-benz a class,1,Mercedes,A Class,High,36000,26402,0.25,3180.0,3180.0,Family,1,7747.066666666667,12670.9,0.26,16,4
78,Ford Mondeo,1990,84815,2003,5,Petrol,Hatchback,3.0,Manual,5.0,5.0,Euro 4,0,84815,20,Large (2.0–3.0L),4240.75,7.595889917718538,11.348227692929823,10+,ford mondeo,0,Ford,Mondeo,Low,180000,-95185,0.25,398.0,94.76190476190476,Family,1,4866.40931372549,3891.0,0.6,400,0
79,Volkswagen Polo,3495,127000,2015,3,Petrol,Hatchback,1.0,Manual,3.0,5.0,Euro 6,0,127000,8,Small (≤1.4L),15875.0,8.15908865466791,11.751942365440728,6-10,volkswagen polo,0,Volkswagen,Polo,High,72000,55000,0.375,699.0,388.3333333333333,Small,1,6555.732824427481,5863.78125,0.2,64,0
80,Vauxhall Meriva,1600,78521,2011,2,Diesel,MPV,1.3,Manual,5.0,5.0,Euro 5,0,78521,12,Small (≤1.4L),6543.416666666667,7.3777589082278725,11.271121383918063,10+,vauxhall meriva,0,Vauxhall,Meriva,Normal,108000,-29479,0.16666666666666666,320.0,123.07692307692308,Family,1,4633.5329670329675,4355.2,0.26,144,0
81,Mercedes-Benz B Class,2650,85000,2008,3,Petrol,MPV,1.5,Manual,5.0,5.0,Euro 4,0,85000,15,Medium (1.4–2.0L),5666.666666666667,7.882314918980268,11.350406535472453,10+,mercedes-benz b class,1,Mercedes,B Class,Normal,135000,-50000,0.2,530.0,165.625,Family,1,7747.066666666667,4583.142857142857,0.3,225,15
82,Mazda Mazda3,2990,66000,2009,3,Petrol,Saloon,1.6,Manual,4.0,5.0,Euro 4,1,66000,14,Medium (1.4–2.0L),4714.285714285715,8.003028666384733,11.097410021008562,10+,mazda mazda3,0,Mazda,Mazda3,Low,126000,-60000,0.21428571428571427,598.0,199.33333333333334,Sedan,1,5383.35294117647,3366.3076923076924,0.32,196,0
83,BMW 3 Series,2495,171090,2010,3,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 5,0,171090,13,Medium (1.4–2.0L),13160.76923076923,7.822044008185619,12.049945012818695,10+,bmw 3 series,1,Bmw,3 Series,High,117000,54090,0.23076923076923078,499.0,178.21428571428572,Sedan,1,8348.596226415095,7892.3490566037735,0.4,169,13
84,Nissan 350 Z,4300,100479,2004,3,Petrol,Coupe,3.5,Manual,2.0,2.0,Euro 3,1,100479,19,Performance (3.0L+),5288.368421052632,8.366370301681654,11.517704029423202,10+,nissan 350 z,0,Nissan,350 Z,Normal,171000,-70521,0.15789473684210525,2150.0,215.0,Coupe,0,6807.666666666667,4300.0,1.75,361,0
85,MINI Hatch,2499,68000,2008,4,Petrol,Hatchback,1.6,Manual,3.0,4.0,Euro 4,1,68000,15,Medium (1.4–2.0L),4533.333333333333,7.823645930834952,11.127262984158243,10+,mini hatch,0,Mini,Hatch,Low,135000,-67000,0.26666666666666666,624.75,156.1875,Small,0,6480.1752577319585,6124.846153846154,0.4,225,0
86,Alfa Romeo Mito,1500,120000,2011,2,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,0,120000,12,Small (≤1.4L),10000.0,7.313220387090301,11.695247021764184,10+,alfa romeo mito,0,Alfa,Romeo Mito,Normal,108000,12000,0.16666666666666666,375.0,115.38461538461539,Small,0,3197.3888888888887,2158.75,0.35,144,0
87,BMW 3 Series,2495,113000,2009,6,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4,0,113000,14,Medium (1.4–2.0L),8071.428571428572,7.822044008185619,11.635143097694478,10+,bmw 3 series,1,Bmw,3 Series,Normal,126000,-13000,0.42857142857142855,499.0,166.33333333333334,Sedan,1,8348.596226415095,7892.3490566037735,0.4,196,14
88,SEAT Ibiza,2799,99061,2011,3,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,0,99061,12,Small (≤1.4L),8255.083333333334,7.937017489515454,11.50349110098326,10+,seat ibiza,0,Seat,Ibiza,Normal,108000,-8939,0.25,559.8,215.30769230769232,Small,1,4776.627118644068,3965.911111111111,0.24,144,0
89,Mercedes-Benz A Class,15900,62402,2019,1,Petrol,Hatchback,1.3,Automatic,5.0,5.0,Euro 6,0,62402,4,Small (≤1.4L),15600.5,9.674074388208323,11.041352605125939,3-6,mercedes-benz a class,1,Mercedes,A Class,High,36000,26402,0.25,3180.0,3180.0,Family,1,7747.066666666667,12670.9,0.26,16,4
90,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,0,22782,3,Small (≤1.4L),7594.0,9.277812087091196,10.033726029459856,0-3,vauxhall corsa,0,Vauxhall,Corsa,Normal,27000,-4218,1.0,2139.6,2674.5,Family,1,4633.5329670329675,4975.198198198198,0.24,9,0
91,Ford Focus,2950,105000,2011,3,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,0,105000,12,Medium (1.4–2.0L),8750.0,7.989560449333865,11.56171562913966,10+,ford focus,0,Ford,Focus,Normal,108000,-3000,0.25,590.0,226.92307692307693,Family,1,4866.40931372549,4982.664596273292,0.32,144,0
92,Vauxhall Astra,3300,71000,2012,4,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,0,71000,11,Small (≤1.4L),6454.545454545455,8.101677747454572,11.170435156023453,10+,vauxhall astra,0,Vauxhall,Astra,Normal,99000,-28000,0.36363636363636365,660.0,275.0,Family,1,4633.5329670329675,3344.948051948052,0.27999999999999997,121,0
93,Peugeot 207,1490,75000,2007,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,0,75000,16,Small (≤1.4L),4687.5,7.306531398939505,11.225243392518447,10+,peugeot 207,0,Peugeot,207,Low,144000,-69000,0.1875,298.0,87.6470588235294,Small,1,5463.955102040816,1680.4255319148936,0.27999999999999997,256,0
94,Volkswagen Passat,2495,104000,2006,3,Petrol,Saloon,3.2,Automatic,4.0,5.0,Euro 4,0,104000,17,Performance (3.0L+),6117.64705882353,7.822044008185619,11.55214617812351,10+,volkswagen passat,0,Volkswagen,Passat,Normal,153000,-49000,0.17647058823529413,499.0,138.61111111111111,Sedan,1,6555.732824427481,5947.090909090909,0.64,289,0
95,BMW 3 Series,1995,75350,2005,3,Petrol,Saloon,1.8,Automatic,4.0,5.0,Euro 3,0,75350,18,Medium (1.4–2.0L),4186.111111111111,7.598399329323964,11.229899204054641,10+,bmw 3 series,1,Bmw,3 Series,Low,162000,-86650,0.16666666666666666,399.0,105.0,Sedan,1,8348.596226415095,7892.3490566037735,0.36,324,18
96,Honda Accord,3490,22641,2006,2,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 4,0,22641,17,Medium (1.4–2.0L),1331.8235294117646,8.157657015196472,10.027517700952979,10+,honda accord,0,Honda,Accord,Low,153000,-130359,0.11764705882352941,698.0,193.88888888888889,Sedan,1,3825.2115384615386,2571.5454545454545,0.4,289,0
97,BMW 3 Series,2490,104392,2010,4,Petrol,Saloon,2.0,Manual,4.0,5.0,Euro 5,0,104392,13,Medium (1.4–2.0L),8030.153846153846,7.820037989458753,11.555908323142082,10+,bmw 3 series,1,Bmw,3 Series,Normal,117000,-12608,0.3076923076923077,498.0,177.85714285714286,Sedan,1,8348.596226415095,7892.3490566037735,0.4,169,13
98,Honda Civic,2995,104068,2010,3,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,0,104068,13,Small (≤1.4L),8005.2307692307695,8.00469951054955,11.55279981061309,10+,honda civic,0,Honda,Civic,Normal,117000,-12932,0.23076923076923078,599.0,213.92857142857142,Family,1,3825.2115384615386,4462.3877551020405,0.27999999999999997,169,0
99,Vauxhall Insignia,2950,79000,2011,4,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 5,0,79000,12,Medium (1.4–2.0L),6583.333333333333,7.989560449333865,11.27720313144916,10+,vauxhall insignia,0,Vauxhall,Insignia,Normal,108000,-29000,0.3333333333333333,590.0,226.92307692307693,Family,1,4633.5329670329675,3644.3333333333335,0.36,144,0
100,Vauxhall Corsa,1950,93000,2012,4,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,0,93000,11,Small (≤1.4L),8454.545454545454,7.575584651557793,11.440354772135393,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,99000,-6000,0.36363636363636365,390.0,162.5,Small,1,4633.5329670329675,4975.198198198198,0.24,121,0
101,Vauxhall Corsa,10698,22782,2020,3,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,0,22782,3,Small (≤1.4L),7594.0,9.277812087091196,10.033726029459856,0-3,vauxhall corsa,0,Vauxhall,Corsa,Normal,27000,-4218,1.0,2139.6,2674.5,Family,1,4633.5329670329675,4975.198198198198,0.24,9,0
102,KIA Sportage,10198,50028,2016,3,Petrol,SUV,1.6,Manual,5.0,5.0,Euro 6,0,50028,7,Medium (1.4–2.0L),7146.857142857143,9.2299469016151,10.820338127668798,6-10,kia sportage,0,Kia,Sportage,Normal,63000,-12972,0.42857142857142855,2039.6,1274.75,Family,1,7702.641975308642,9053.39393939394,0.32,49,0
103,Ford Focus,988,111479,2005,2,Petrol,Hatchback,1.6,Manual,3.0,5.0,Euro 3,0,111479,18,Medium (1.4–2.0L),6193.277777777777,6.895682697747868,11.621591511336778,10+,ford focus,0,Ford,Focus,Normal,162000,-50521,0.1111111111111111,197.6,52.0,Small,1,4866.40931372549,4982.664596273292,0.32,324,0
104,Citroen XM,3250,126000,1995,4,Diesel,Hatchback,2.5,Manual,5.0,5.0,Euro 2,0,126000,28,Large (2.0–3.0L),4500.0,8.086410275323782,11.744037185933616,,citroen xm,0,Citroen,XM,Low,252000,-126000,0.14285714285714285,650.0,112.06896551724138,Family,1,4678.4838709677415,3250.0,0.5,784,0
105,BMW 3 Series,1389,80000,2000,3,Petrol,Saloon,1.9,Manual,4.0,5.0,Euro 3,0,80000,23,Medium (1.4–2.0L),3478.2608695652175,7.236339342754344,11.289781913656018,,bmw 3 series,1,Bmw,3 Series,Low,207000,-127000,0.13043478260869565,277.8,57.875,Sedan,1,8348.596226415095,7892.3490566037735,0.38,529,23
