,title,Price,Mileage(miles),Registration_Year,Previous Owners,Fuel type,Body type,Engine,Gearbox,Doors,Seats,Emission Class,Has_Service_History,Mileage,Car_Age,Engine_Bin,Mileage_per_Year,Log_Price,Log_Mileage,Age_Band,title_lower,Is_Premium,Brand,Model,Usage_Level,Expected_Mileage,Mileage_Delta,Owners_per_Year,Price_per_Seat,Price_per_Year_Age,Door_Category,Is_Family_Car,Brand_Avg_Price,Model_Avg_Price,Engine_per_Seat,Car_Age_Squared,Premium_Age
3193,Vauxhall Astra,1990,64000,2010,5,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 5,0,64000,13,Medium (1.4–2.0L),4923.076923076923,7.595889917718538,11.06663836234181,10+,vauxhall astra,0,Vauxhall,Astra,Low,117000,-53000,0.38461538461538464,398.0,142.14285714285714,Family,1,4633.5329670329675,3344.948051948052,0.32,169,0
3194,Ford Streetka,990,91000,2003,8,Petrol,Convertible,1.6,Manual,2.0,2.0,Euro 4,0,91000,20,Medium (1.4–2.0L),4550.0,6.897704943128636,11.418614785498987,10+,ford streetka,0,Ford,Streetka,Low,180000,-89000,0.4,495.0,47.142857142857146,Coupe,0,4866.40931372549,995.0,0.8,400,0
3195,MINI Hatch,2490,111000,2010,6,Diesel,Hatchback,1.6,Manual,3.0,4.0,Euro 5,0,111000,13,Medium (1.4–2.0L),8538.461538461539,7.820037989458753,11.617285480294472,10+,mini hatch,0,Mini,Hatch,Normal,117000,-6000,0.46153846153846156,622.5,177.85714285714286,Small,0,6480.1752577319585,6124.846153846154,0.4,169,0
3196,Vauxhall Corsa,1548,86786,2009,3,Diesel,Hatchback,1.3,Manual,5.0,5.0,Euro 4,0,86786,14,Small (≤1.4L),6199.0,7.344719054149673,11.371200597317179,10+,vauxhall corsa,0,Vauxhall,Corsa,Normal,126000,-39214,0.21428571428571427,309.6,103.2,Family,1,4633.5329670329675,4975.198198198198,0.26,196,0
3197,Mazda Mazda3,999,129000,2005,3,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 4,0,129000,18,Medium (1.4–2.0L),7166.666666666667,6.906754778648554,11.76756768334381,10+,mazda mazda3,0,Mazda,Mazda3,Normal,162000,-33000,0.16666666666666666,199.8,52.578947368421055,Family,1,5383.35294117647,3366.3076923076924,0.4,324,0
3198,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,0,98000,11,Large (2.0–3.0L),8909.09090909091,6.678342114654332,11.49272275765271,10+,mitsubishi outlander,0,Mitsubishi,Outlander,Normal,99000,-1000,0.45454545454545453,113.57142857142857,66.25,Family,1,2676.6129032258063,1471.1666666666667,0.31428571428571433,121,0
3199,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,0,55301,7,Medium (1.4–2.0L),7900.142857142857,9.121399862679535,10.920546270529568,6-10,peugeot 308,0,Peugeot,308,Normal,63000,-7699,0.42857142857142855,1829.8,1143.625,Family,1,5463.955102040816,6787.46,0.32,49,0
3200,Nissan Qashqai+2,1895,129100,2013,6,Diesel,SUV,1.5,Manual,5.0,7.0,Euro 5,0,129100,10,Medium (1.4–2.0L),12910.0,7.546974117516527,11.768342576834733,6-10,nissan qashqai+2,0,Nissan,Qashqai+2,High,90000,39100,0.6,270.7142857142857,172.27272727272728,Family,1,6807.666666666667,4075.3,0.21428571428571427,100,0
3201,Audi A3,850,142900,2008,3,Diesel,Hatchback,1.9,Manual,5.0,5.0,Euro 4,0,142900,15,Medium (1.4–2.0L),9526.666666666666,6.745236349484363,11.869900363917958,10+,audi a3,1,Audi,A3,Normal,135000,7900,0.2,170.0,53.125,Family,1,7717.627586206897,4929.4047619047615,0.38,225,15
3202,KIA RIO,2990,26000,2010,1,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,26000,13,Small (≤1.4L),2000.0,8.003028666384733,10.165851817003619,10+,kia rio,0,Kia,RIO,Low,117000,-91000,0.07692307692307693,598.0,213.57142857142858,Family,1,7702.641975308642,5438.5,0.27999999999999997,169,0
3203,Ford Fiesta,1295,116000,2007,3,Petrol,Hatchback,1.3,Manual,5.0,5.0,Euro 4,0,116000,16,Small (≤1.4L),7250.0,7.166265974133638,11.661345470088502,10+,ford fiesta,0,Ford,Fiesta,Normal,144000,-28000,0.1875,259.0,76.17647058823529,Family,1,4866.40931372549,4458.5078125,0.26,256,0
3204,Vauxhall Insignia,1495,168100,2013,4,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,0,168100,10,Medium (1.4–2.0L),16810.0,7.3098814858247865,12.032314319396708,6-10,vauxhall insignia,0,Vauxhall,Insignia,High,90000,78100,0.4,299.0,135.9090909090909,Family,1,4633.5329670329675,3644.3333333333335,0.4,100,0
3205,Toyota Verso,1575,118000,2010,3,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 5,0,118000,13,Medium (1.4–2.0L),9076.923076923076,7.362010551259734,11.678439903447801,10+,toyota verso,0,Toyota,Verso,Normal,117000,1000,0.23076923076923078,225.0,112.5,Family,1,5280.310160427807,3138.3333333333335,0.2857142857142857,169,0
3206,Citroen C3 Picasso,1995,106583,2010,3,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 5,0,106583,13,Medium (1.4–2.0L),8198.692307692309,7.598399329323964,11.576679303324774,10+,citroen c3 picasso,0,Citroen,C3 Picasso,Normal,117000,-10417,0.23076923076923078,399.0,142.5,Family,1,4678.4838709677415,2516.0,0.32,169,0
3207,Vauxhall Adam,1295,70984,2013,8,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 5,0,70984,10,Small (≤1.4L),7098.4,7.166265974133638,11.170209778515174,6-10,vauxhall adam,0,Vauxhall,Adam,Normal,90000,-19016,0.8,323.75,117.72727272727273,Small,0,4633.5329670329675,5269.733333333334,0.35,100,0
3208,Vauxhall Astra,2499,100000,2015,4,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,0,100000,8,Medium (1.4–2.0L),12500.0,7.823645930834952,11.512925464970229,6-10,vauxhall astra,0,Vauxhall,Astra,High,72000,28000,0.5,499.8,277.6666666666667,Family,1,4633.5329670329675,3344.948051948052,0.32,64,0
3209,Peugeot 208,2199,100000,2014,4,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 5,0,100000,9,Small (≤1.4L),11111.111111111111,7.695757990554761,11.512925464970229,6-10,peugeot 208,0,Peugeot,208,Normal,81000,19000,0.4444444444444444,439.8,219.9,Small,1,5463.955102040816,7038.888888888889,0.24,81,0
3210,Peugeot 207,1990,81000,2012,4,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,0,81000,11,Small (≤1.4L),7363.636363636364,7.595889917718538,11.302204433654575,10+,peugeot 207,0,Peugeot,207,Normal,99000,-18000,0.36363636363636365,398.0,165.83333333333334,Family,1,5463.955102040816,1680.4255319148936,0.27999999999999997,121,0
3211,Vauxhall Zafira Tourer,13399,42847,2017,3,Diesel,MPV,2.0,Manual,5.0,7.0,Euro 6,0,42847,6,Medium (1.4–2.0L),7141.166666666667,9.502935356288608,10.665390909906383,3-6,vauxhall zafira tourer,0,Vauxhall,Zafira Tourer,Normal,54000,-11153,0.5,1914.142857142857,1914.142857142857,Family,1,4633.5329670329675,10977.857142857143,0.2857142857142857,36,0
3212,Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2,Manual,5.0,5.0,Euro 6,0,11589,3,Small (≤1.4L),3863.0,9.27865301215827,9.35781165133439,0-3,suzuki swift,0,Suzuki,Swift,Low,27000,-15411,0.3333333333333333,2141.4,2676.75,Family,1,5076.8536585365855,6010.6875,0.24,9,0
3213,Ford Fiesta,1490,104000,2005,5,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,104000,18,Small (≤1.4L),5777.777777777777,7.306531398939505,11.55214617812351,10+,ford fiesta,0,Ford,Fiesta,Normal,162000,-58000,0.2777777777777778,298.0,78.42105263157895,Family,1,4866.40931372549,4458.5078125,0.27999999999999997,324,0
3214,Mercedes-Benz E Class,2994,135000,2011,3,Diesel,Saloon,2.1,Automatic,4.0,5.0,Euro 5,0,135000,12,Large (2.0–3.0L),11250.0,8.004365564979574,11.813030057420567,10+,mercedes-benz e class,1,Mercedes,E Class,Normal,108000,27000,0.25,598.8,230.30769230769232,Sedan,1,7747.066666666667,6643.454545454545,0.42000000000000004,144,12
3215,Vauxhall Astra,1370,115826,2010,1,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,0,115826,13,Small (≤1.4L),8909.692307692309,7.222566018822171,11.659844343962234,10+,vauxhall astra,0,Vauxhall,Astra,Normal,117000,-1174,0.07692307692307693,274.0,97.85714285714286,Family,1,4633.5329670329675,3344.948051948052,0.27999999999999997,169,0
3216,SEAT Ibiza,2450,98000,2012,2,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 5,0,98000,11,Small (≤1.4L),8909.09090909091,7.803843303538772,11.49272275765271,10+,seat ibiza,0,Seat,Ibiza,Normal,99000,-1000,0.18181818181818182,490.0,204.16666666666666,Family,1,4776.627118644068,3965.911111111111,0.27999999999999997,121,0
3217,Vauxhall Astra,3480,101000,2016,1,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 6,1,101000,7,Small (≤1.4L),14428.57142857143,8.15478757276852,11.522875795823397,6-10,vauxhall astra,0,Vauxhall,Astra,High,63000,38000,0.14285714285714285,696.0,435.0,Family,1,4633.5329670329675,3344.948051948052,0.27999999999999997,49,0
3218,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,0,98000,11,Large (2.0–3.0L),8909.09090909091,6.678342114654332,11.49272275765271,10+,mitsubishi outlander,0,Mitsubishi,Outlander,Normal,99000,-1000,0.45454545454545453,113.57142857142857,66.25,Family,1,2676.6129032258063,1471.1666666666667,0.31428571428571433,121,0
3219,Vauxhall Astra,1995,107000,2012,3,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,0,107000,11,Medium (1.4–2.0L),9727.272727272728,7.598399329323964,11.580584113444043,10+,vauxhall astra,0,Vauxhall,Astra,Normal,99000,8000,0.2727272727272727,399.0,166.25,Family,1,4633.5329670329675,3344.948051948052,0.4,121,0
3220,Jeep Patriot,1000,112654,2008,4,Diesel,SUV,2.0,Manual,5.0,5.0,Euro 4,0,112654,15,Medium (1.4–2.0L),7510.266666666666,6.907755278982137,11.632076453441263,10+,jeep patriot,0,Jeep,Patriot,Normal,135000,-22346,0.26666666666666666,200.0,62.5,Family,1,2949.4444444444443,1000.0,0.4,225,0
3221,Vauxhall Corsa,3350,88000,2015,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,0,88000,8,Small (≤1.4L),11000.0,8.116715624819111,11.385092093460344,6-10,vauxhall corsa,0,Vauxhall,Corsa,Normal,72000,16000,0.375,670.0,372.22222222222223,Small,1,4633.5329670329675,4975.198198198198,0.27999999999999997,64,0
3222,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,0,98000,11,Large (2.0–3.0L),8909.09090909091,6.678342114654332,11.49272275765271,10+,mitsubishi outlander,0,Mitsubishi,Outlander,Normal,99000,-1000,0.45454545454545453,113.57142857142857,66.25,Family,1,2676.6129032258063,1471.1666666666667,0.31428571428571433,121,0
3223,Vauxhall Corsa,10998,39993,2020,3,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,0,39993,3,Small (≤1.4L),13331.0,9.30546871706776,10.596459717781787,0-3,vauxhall corsa,0,Vauxhall,Corsa,High,27000,12993,1.0,2199.6,2749.5,Family,1,4633.5329670329675,4975.198198198198,0.24,9,0
3224,Volvo V50,1985,172000,2009,3,Diesel,Estate,2.4,Automatic,5.0,5.0,Euro 4,0,172000,14,Large (2.0–3.0L),12285.714285714286,7.59337419312129,12.05524975579559,10+,volvo v50,0,Volvo,V50,High,126000,46000,0.21428571428571427,397.0,132.33333333333334,Family,1,3755.2820512820513,2695.4285714285716,0.48,196,0
3225,Citroen DS4,3495,127000,2012,3,Diesel,Hatchback,1.6,Automatic,5.0,5.0,Euro 5,0,127000,11,Medium (1.4–2.0L),11545.454545454546,8.15908865466791,11.751942365440728,10+,citroen ds4,0,Citroen,DS4,Normal,99000,28000,0.2727272727272727,699.0,291.25,Family,1,4678.4838709677415,3975.8,0.32,121,0
3226,Citroen Berlingo,1495,92700,2004,3,Diesel,MPV,2.0,Manual,5.0,5.0,Euro 3,0,92700,19,Medium (1.4–2.0L),4878.9473684210525,7.3098814858247865,11.437123751553946,10+,citroen berlingo,0,Citroen,Berlingo,Low,171000,-78300,0.15789473684210525,299.0,74.75,Family,1,4678.4838709677415,2740.0,0.4,361,0
3227,Mitsubishi Outlander,1489,145000,2007,3,Diesel,SUV,2.0,Manual,5.0,7.0,Euro 4,0,145000,16,Medium (1.4–2.0L),9062.5,7.305860032684009,11.884489021402711,10+,mitsubishi outlander,0,Mitsubishi,Outlander,Normal,144000,1000,0.1875,212.71428571428572,87.58823529411765,Family,1,2676.6129032258063,1471.1666666666667,0.2857142857142857,256,0
3228,Ford Ecosport,3850,98000,2014,3,Diesel,SUV,1.5,Manual,5.0,5.0,Euro 5,0,98000,9,Medium (1.4–2.0L),10888.888888888889,8.25582842728183,11.49272275765271,6-10,ford ecosport,0,Ford,Ecosport,Normal,81000,17000,0.3333333333333333,770.0,385.0,Family,1,4866.40931372549,5755.0,0.3,81,0
3229,Ford Mondeo,899,149154,2007,4,Petrol,Hatchback,2.0,Manual,5.0,5.0,Euro 4,0,149154,16,Medium (1.4–2.0L),9322.125,6.80128303447162,11.912734608222236,10+,ford mondeo,0,Ford,Mondeo,Normal,144000,5154,0.25,179.8,52.88235294117647,Family,1,4866.40931372549,3891.0,0.4,256,0
3230,Renault Clio,1295,123000,2009,3,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,0,123000,14,Small (≤1.4L),8785.714285714286,7.166265974133638,11.719939634354555,10+,renault clio,0,Renault,Clio,Normal,126000,-3000,0.21428571428571427,259.0,86.33333333333333,Family,1,5641.379310344828,6176.742857142857,0.24,196,0
3231,Honda Jazz,1990,93000,2002,5,Petrol,Hatchback,1.4,Automatic,5.0,5.0,Euro 3,0,93000,21,Small (≤1.4L),4428.571428571428,7.595889917718538,11.440354772135393,,honda jazz,0,Honda,Jazz,Low,189000,-96000,0.23809523809523808,398.0,90.45454545454545,Family,1,3825.2115384615386,2471.5555555555557,0.27999999999999997,441,0
3232,Vauxhall Corsa,2789,135000,2015,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 6,0,135000,8,Small (≤1.4L),16875.0,7.933438387627489,11.813030057420567,6-10,vauxhall corsa,0,Vauxhall,Corsa,High,72000,63000,0.375,557.8,309.8888888888889,Small,1,4633.5329670329675,4975.198198198198,0.27999999999999997,64,0
3233,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,0,98000,11,Large (2.0–3.0L),8909.09090909091,6.678342114654332,11.49272275765271,10+,mitsubishi outlander,0,Mitsubishi,Outlander,Normal,99000,-1000,0.45454545454545453,113.57142857142857,66.25,Family,1,2676.6129032258063,1471.1666666666667,0.31428571428571433,121,0
3234,Suzuki Swift,10707,11589,2020,1,Petrol Hybrid,Hatchback,1.2,Manual,5.0,5.0,Euro 6,0,11589,3,Small (≤1.4L),3863.0,9.27865301215827,9.35781165133439,0-3,suzuki swift,0,Suzuki,Swift,Low,27000,-15411,0.3333333333333333,2141.4,2676.75,Family,1,5076.8536585365855,6010.6875,0.24,9,0
3235,MINI Hatch,11999,33156,2018,1,Petrol,Hatchback,1.5,Manual,5.0,5.0,Euro 6,1,33156,5,Medium (1.4–2.0L),6631.2,9.392578591964389,10.408978974711417,3-6,mini hatch,0,Mini,Hatch,Normal,45000,-11844,0.2,2399.8,1999.8333333333333,Family,1,6480.1752577319585,6124.846153846154,0.3,25,0
3236,MG TF,1800,40000,2004,4,Petrol,Convertible,1.6,Manual,2.0,2.0,Euro 3,0,40000,19,Medium (1.4–2.0L),2105.2631578947367,7.495541943884256,10.596634733096073,10+,mg tf,0,Mg,TF,Low,171000,-131000,0.21052631578947367,900.0,90.0,Coupe,0,9984.555555555555,1800.0,0.8,361,0
3237,Volkswagen Polo,4310,67710,2013,2,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,0,67710,10,Small (≤1.4L),6771.0,8.368693183097793,11.12298915847969,6-10,volkswagen polo,0,Volkswagen,Polo,Normal,90000,-22290,0.2,862.0,391.8181818181818,Family,1,6555.732824427481,5863.78125,0.24,100,0
3238,Ford Fiesta,995,83653,2006,5,Petrol,Hatchback,1.3,Manual,3.0,5.0,Euro 4,0,83653,17,Small (≤1.4L),4920.764705882353,6.902742737158593,11.334432569489755,10+,ford fiesta,0,Ford,Fiesta,Low,153000,-69347,0.29411764705882354,199.0,55.27777777777778,Small,1,4866.40931372549,4458.5078125,0.26,289,0
3239,Renault Clio,1295,102000,2009,3,Diesel,Hatchback,1.5,Manual,3.0,5.0,Euro 4,0,102000,14,Medium (1.4–2.0L),7285.714285714285,7.166265974133638,11.532728092266408,10+,renault clio,0,Renault,Clio,Normal,126000,-24000,0.21428571428571427,259.0,86.33333333333333,Small,1,5641.379310344828,6176.742857142857,0.3,196,0
3240,Renault Clio,2400,62203,2013,6,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 5,0,62203,10,Small (≤1.4L),6220.3,7.783224016336037,11.038158509075423,6-10,renault clio,0,Renault,Clio,Normal,90000,-27797,0.6,480.0,218.1818181818182,Family,1,5641.379310344828,6176.742857142857,0.24,100,0
3241,Citroen Xsara Picasso,995,110000,2007,3,Diesel,MPV,1.6,Manual,5.0,5.0,Euro 4,0,110000,16,Medium (1.4–2.0L),6875.0,6.902742737158593,11.608235644774552,10+,citroen xsara picasso,0,Citroen,Xsara Picasso,Normal,144000,-34000,0.1875,199.0,58.529411764705884,Family,1,4678.4838709677415,1446.6666666666667,0.32,256,0
3242,Nissan Qashqai+2,2500,94932,2009,2,Diesel,SUV,2.0,Manual,5.0,7.0,Euro 4,0,94932,14,Medium (1.4–2.0L),6780.857142857143,7.824046010856292,11.460916124809396,10+,nissan qashqai+2,0,Nissan,Qashqai+2,Normal,126000,-31068,0.14285714285714285,357.14285714285717,166.66666666666666,Family,1,6807.666666666667,4075.3,0.2857142857142857,196,0
3243,MG ZR,1395,92000,2005,3,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 3,0,92000,18,Small (≤1.4L),5111.111111111111,7.240649694255466,11.429543856031177,10+,mg zr,0,Mg,ZR,Normal,162000,-70000,0.16666666666666666,279.0,73.42105263157895,Family,1,9984.555555555555,1395.0,0.27999999999999997,324,0
3244,Peugeot 207 SW,895,114312,2008,9,Petrol,Estate,1.4,Manual,5.0,5.0,Euro 4,0,114312,15,Small (≤1.4L),7620.8,6.796823718274855,11.646686831148806,10+,peugeot 207 sw,0,Peugeot,207 SW,Normal,135000,-20688,0.6,179.0,55.9375,Family,1,5463.955102040816,1878.3333333333333,0.27999999999999997,225,0
3245,Fiat Punto EVO,2250,86997,2011,2,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,0,86997,12,Small (≤1.4L),7249.75,7.718685495198466,11.373628914283556,10+,fiat punto evo,0,Fiat,Punto EVO,Normal,108000,-21003,0.16666666666666666,450.0,173.07692307692307,Small,1,4115.359223300971,2159.6666666666665,0.27999999999999997,144,0
3246,Fiat Punto EVO,1989,75000,2010,4,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 5,0,75000,13,Small (≤1.4L),5769.2307692307695,7.5953872788539725,11.225243392518447,10+,fiat punto evo,0,Fiat,Punto EVO,Normal,117000,-42000,0.3076923076923077,397.8,142.07142857142858,Small,1,4115.359223300971,2159.6666666666665,0.27999999999999997,169,0
3247,Vauxhall Corsa,10998,39993,2020,3,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 6,0,39993,3,Small (≤1.4L),13331.0,9.30546871706776,10.596459717781787,0-3,vauxhall corsa,0,Vauxhall,Corsa,High,27000,12993,1.0,2199.6,2749.5,Family,1,4633.5329670329675,4975.198198198198,0.24,9,0
3248,Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,0,61981,5,Small (≤1.4L),12396.2,9.2093398716426,11.034583165448435,3-6,ford fiesta,0,Ford,Fiesta,High,45000,16981,0.4,1998.0,1665.0,Family,1,4866.40931372549,4458.5078125,0.2,25,0
3249,Toyota Yaris,1395,125000,2002,3,Petrol,Hatchback,1.5,Manual,3.0,5.0,Euro 3,0,125000,21,Medium (1.4–2.0L),5952.380952380952,7.240649694255466,11.736069016284437,,toyota yaris,0,Toyota,Yaris,Normal,189000,-64000,0.14285714285714285,279.0,63.40909090909091,Small,1,5280.310160427807,5836.8375,0.3,441,0
3250,Fiat Multipla,1985,106000,2007,5,Diesel,MPV,1.9,Manual,5.0,6.0,Euro 4,0,106000,16,Medium (1.4–2.0L),6625.0,7.59337419312129,11.571194373094205,10+,fiat multipla,0,Fiat,Multipla,Normal,144000,-38000,0.3125,330.8333333333333,116.76470588235294,Family,1,4115.359223300971,1985.0,0.31666666666666665,256,0
3251,Renault Clio,895,104000,2003,3,Petrol,Hatchback,1.2,Manual,3.0,5.0,Euro 3,0,104000,20,Small (≤1.4L),5200.0,6.796823718274855,11.55214617812351,10+,renault clio,0,Renault,Clio,Normal,180000,-76000,0.15,179.0,42.61904761904762,Small,1,5641.379310344828,6176.742857142857,0.24,400,0
3252,Honda Jazz,994,127000,2007,3,Petrol,Hatchback,1.4,Manual,5.0,5.0,Euro 4,0,127000,16,Small (≤1.4L),7937.5,6.901737206656574,11.751942365440728,10+,honda jazz,0,Honda,Jazz,Normal,144000,-17000,0.1875,198.8,58.470588235294116,Family,1,3825.2115384615386,2471.5555555555557,0.27999999999999997,256,0
3253,KIA Soul,1989,97000,2010,3,Diesel,SUV,1.6,Manual,5.0,5.0,Euro 4,0,97000,13,Medium (1.4–2.0L),7461.538461538462,7.5953872788539725,11.48246625748552,10+,kia soul,0,Kia,Soul,Normal,117000,-20000,0.23076923076923078,397.8,142.07142857142858,Family,1,7702.641975308642,2261.3333333333335,0.32,169,0
3254,Ford KA,2595,59000,2013,3,Petrol,Hatchback,1.2,Manual,3.0,4.0,Euro 5,0,59000,10,Small (≤1.4L),5900.0,7.861341795599989,10.985292722887856,6-10,ford ka,0,Ford,KA,Normal,90000,-31000,0.3,648.75,235.9090909090909,Small,0,4866.40931372549,2236.15,0.3,100,0
3255,Vauxhall Corsa,1000,76874,2006,4,Petrol,Hatchback,1.2,Manual,5.0,5.0,Euro 4,0,76874,17,Small (≤1.4L),4522.0,6.907755278982137,11.249922996894131,10+,vauxhall corsa,0,Vauxhall,Corsa,Low,153000,-76126,0.23529411764705882,200.0,55.55555555555556,Family,1,4633.5329670329675,4975.198198198198,0.24,289,0
3256,Mitsubishi Outlander,795,98000,2012,5,Diesel,SUV,2.2,Manual,5.0,7.0,Euro 5,0,98000,11,Large (2.0–3.0L),8909.09090909091,6.678342114654332,11.49272275765271,10+,mitsubishi outlander,0,Mitsubishi,Outlander,Normal,99000,-1000,0.45454545454545453,113.57142857142857,66.25,Family,1,2676.6129032258063,1471.1666666666667,0.31428571428571433,121,0
3257,Ford Fiesta,9990,61981,2018,2,Petrol,Hatchback,1.0,Manual,5.0,5.0,Euro 6,0,61981,5,Small (≤1.4L),12396.2,9.2093398716426,11.034583165448435,3-6,ford fiesta,0,Ford,Fiesta,High,45000,16981,0.4,1998.0,1665.0,Family,1,4866.40931372549,4458.5078125,0.2,25,0
3258,Peugeot 308,9149,55301,2016,3,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 6,0,55301,7,Medium (1.4–2.0L),7900.142857142857,9.121399862679535,10.920546270529568,6-10,peugeot 308,0,Peugeot,308,Normal,63000,-7699,0.42857142857142855,1829.8,1143.625,Family,1,5463.955102040816,6787.46,0.32,49,0
3259,Vauxhall Insignia,2795,162000,2015,3,Diesel,Hatchback,2.0,Manual,5.0,5.0,Euro 5,0,162000,8,Medium (1.4–2.0L),20250.0,7.9355873855892,11.99535161421452,6-10,vauxhall insignia,0,Vauxhall,Insignia,Very High,72000,90000,0.375,559.0,310.55555555555554,Family,1,4633.5329670329675,3644.3333333333335,0.4,64,0
3260,Mazda Mazda6,1795,107819,2009,3,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,0,107819,14,Medium (1.4–2.0L),7701.357142857143,7.492760300922379,11.588209174245527,10+,mazda mazda6,0,Mazda,Mazda6,Normal,126000,-18181,0.21428571428571427,359.0,119.66666666666667,Family,1,5383.35294117647,3732.5,0.36,196,0
3261,SEAT Leon,3000,126000,2014,7,Diesel,Hatchback,1.6,Manual,5.0,5.0,Euro 5,0,126000,9,Medium (1.4–2.0L),14000.0,8.006367567650246,11.744037185933616,6-10,seat leon,0,Seat,Leon,High,81000,45000,0.7777777777777778,600.0,300.0,Family,1,4776.627118644068,5736.5,0.32,81,0
3262,Ford Focus,1399,117000,2010,4,Petrol,Hatchback,1.6,Manual,5.0,5.0,Euro 4,0,117000,13,Medium (1.4–2.0L),9000.0,7.243512974665482,11.669929213779893,10+,ford focus,0,Ford,Focus,Normal,117000,0,0.3076923076923077,279.8,99.92857142857143,Family,1,4866.40931372549,4982.664596273292,0.32,169,0
3263,Honda Accord,950,192567,2007,5,Diesel,Saloon,2.2,Manual,4.0,5.0,Euro 4,0,192567,16,Large (2.0–3.0L),12035.4375,6.856461984594587,12.168199424102,10+,honda accord,0,Honda,Accord,High,144000,48567,0.3125,190.0,55.88235294117647,Sedan,1,3825.2115384615386,2571.5454545454545,0.44000000000000006,256,0
3264,Fiat Grande Punto,2250,128000,2008,3,Petrol,Hatchback,1.4,Manual,3.0,5.0,Euro 4,0,128000,15,Small (≤1.4L),8533.333333333334,7.718685495198466,11.759785542901755,10+,fiat grande punto,0,Fiat,Grande Punto,Normal,135000,-7000,0.2,450.0,140.625,Small,1,4115.359223300971,1988.857142857143,0.27999999999999997,225,0
3265,BMW 1 Series,3995,137000,2012,3,Diesel,Coupe,2.0,Manual,2.0,4.0,Euro 5,0,137000,11,Medium (1.4–2.0L),12454.545454545454,8.292798858200374,11.827736204810263,10+,bmw 1 series,1,Bmw,1 Series,High,99000,38000,0.2727272727272727,998.75,332.9166666666667,Coupe,0,8348.596226415095,5986.63829787234,0.5,121,11
3266,Volkswagen Lupo,1750,86336,2000,3,Petrol,Hatchback,1.4,Manual,3.0,4.0,Euro 4,0,86336,23,Small (≤1.4L),3753.7391304347825,7.4673710669175595,11.366001939567427,,volkswagen lupo,0,Volkswagen,Lupo,Low,207000,-120664,0.13043478260869565,437.5,72.91666666666667,Small,0,6555.732824427481,1750.0,0.35,529,0
3267,Peugeot 407,2150,99000,2006,3,Diesel,Coupe,2.7,Automatic,2.0,4.0,Euro 4,0,99000,17,Large (2.0–3.0L),5823.529411764706,7.673223121121708,11.502875129116727,10+,peugeot 407,0,Peugeot,407,Normal,153000,-54000,0.17647058823529413,537.5,119.44444444444444,Coupe,0,5463.955102040816,1309.4545454545455,0.675,289,0
3268,Ford Focus,1499,77000,2007,4,Petrol,Hatchback,1.8,Manual,5.0,5.0,Euro 4,0,77000,16,Medium (1.4–2.0L),4812.5,7.312553498102598,11.251560700835821,10+,ford focus,0,Ford,Focus,Low,144000,-67000,0.25,299.8,88.17647058823529,Family,1,4866.40931372549,4982.664596273292,0.36,256,0
