,Registration_Year,Fuel type,Body type,Engine,Gearbox,Emission Class,Car_Age,Mileage_per_Year,Log_Price,Log_Mileage,Brand,Model,Car_Age_Squared,Premium_Age,Mileage_Age_Interaction,Mileage_per_Age,Age_3_plus,Age_5_plus,Age_8_plus,Engine_Age,Engine_per_Year,Mileage_Ratio,Mileage_Above_Normal,Is_New,Is_Old,Lifecycle_Stage,Is_Early_Life,Is_Mid_Life,Is_End_of_Life,Remaining_Life,Depreciation_Phase,Brand_Tier,Brand_Strength,Brand_Residual_Score,Age_Adjusted_Mileage
346,2010,Petrol,Hatchback,1.4,Manual,Euro 4,13,10000.0,7.46737106691756,11.77528972943772,Alfa,Romeo Mito,169,0,153.07876648269036,0.8410921235312657,10,8,5,18.2,0.09999999999999999,0.8333333333333334,-2000.0,0,1,Late,0,0,1,2,0.8666666666666667,Upper_Mid,2,0.14285714285714285,5.88764486471886
347,2013,Petrol,Coupe,1.6,Automatic,Euro 5,10,12170.0,8.565983355585669,11.70931427897562,Mercedes,C Class,100,10,117.0931427897562,1.0644831162705108,7,5,2,16.0,0.14545454545454548,1.0141666666666667,170.0,0,1,Mid,0,1,0,5,0.6666666666666666,Premium,3,0.2727272727272727,3.90310475965854
348,2011,Petrol,Saloon,1.8,Automatic,Euro 5,12,8333.333333333334,8.516192691082654,11.512925464970229,Mercedes,C Class,144,12,138.15510557964274,0.8856096511515561,9,7,4,21.6,0.13846153846153847,0.6944444444444445,-3666.666666666666,0,1,Late,0,0,1,3,0.8,Premium,3,0.23076923076923078,3.8376418216567427
349,2016,Petrol,SUV,1.2,Manual,Euro 6,7,11857.142857142857,8.867709208039386,11.326595886778737,Peugeot,2008,49,0,79.28617120745116,1.415824485847342,4,2,0,8.4,0.15,0.988095238095238,-142.85714285714312,0,0,Mid,0,1,0,8,0.4666666666666667,Mid,1,0.125,11.326595886778737
350,2009,Petrol,Hatchback,1.4,Manual,Euro 4,14,6699.714285714285,7.494986233950533,11.448877490161795,Ford,Fiesta,196,0,160.28428486226514,0.7632584993441197,11,9,6,19.599999999999998,0.09333333333333332,0.5583095238095238,-5300.285714285715,0,1,Late,0,0,1,1,0.9333333333333333,Mid,1,0.06666666666666667,11.448877490161795
351,2010,Petrol,Hatchback,1.2,Manual,Euro 5,13,9645.53846153846,7.962067308753666,11.739200109292646,Volkswagen,Polo,169,0,152.6096014208044,0.8385142935209033,10,8,5,15.6,0.08571428571428572,0.8037948717948716,-2354.461538461541,0,1,Late,0,0,1,2,0.8666666666666667,Upper_Mid,2,0.14285714285714285,5.869600054646323
352,2010,Petrol,Hatchback,1.0,Manual,Euro 4,13,6413.538461538462,7.625595072132453,11.331115777148996,Peugeot,107,169,0,147.30450510293696,0.8093654126534997,10,8,5,13.0,0.07142857142857142,0.5344615384615385,-5586.461538461538,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.331115777148996
353,2004,Petrol,Estate,1.6,Manual,Euro 4,19,4736.8421052631575,7.46737106691756,11.407564949312402,Toyota,Corolla,361,0,216.74373403693562,0.57037824746562,16,14,11,30.400000000000002,0.08,0.3947368421052631,-7263.1578947368425,0,1,Late,0,0,1,0,1.2666666666666666,Upper_Mid,2,0.1,5.703782474656201
354,2012,Petrol,MPV,1.6,Manual,Euro 5,11,11363.636363636364,7.6004023345004,11.736069016284436,Renault,Scenic,121,0,129.09675917912878,0.9780057513570363,8,6,3,17.6,0.13333333333333333,0.946969696969697,-636.363636363636,0,1,Late,0,0,1,4,0.7333333333333333,Mid,1,0.08333333333333333,11.736069016284436
355,2007,Petrol,Hatchback,1.6,Automatic,Euro 4,16,6250.0,7.575584651557793,11.512925464970229,Citroen,C4,256,0,184.20680743952366,0.6772309097041311,13,11,8,25.6,0.09411764705882353,0.5208333333333334,-5750.0,0,1,Late,0,0,1,0,1.0666666666666667,Mid,1,0.058823529411764705,11.512925464970229
356,2012,Petrol,Hatchback,1.2,Manual,Euro 5,11,8454.545454545454,7.575584651557793,11.440354772135391,Vauxhall,Corsa,121,0,125.84390249348931,0.9533628976779492,8,6,3,13.2,0.09999999999999999,0.7045454545454545,-3545.454545454546,0,1,Late,0,0,1,4,0.7333333333333333,Budget,0,0.0,11.440354772135391
357,2020,Petrol,Hatchback,1.2,Manual,Euro 6,3,7594.0,9.277812087091196,10.033726029459856,Vauxhall,Corsa,9,0,30.10117808837957,2.508431507364964,0,0,0,3.5999999999999996,0.3,0.6328333333333334,-4406.0,0,0,Early,1,0,0,12,0.2,Budget,0,0.0,10.033726029459856
358,2020,Petrol,Hatchback,1.2,Manual,Euro 6,3,7594.0,9.277812087091196,10.033726029459856,Vauxhall,Corsa,9,0,30.10117808837957,2.508431507364964,0,0,0,3.5999999999999996,0.3,0.6328333333333334,-4406.0,0,0,Early,1,0,0,12,0.2,Budget,0,0.0,10.033726029459856
359,2008,Petrol,Coupe,2.0,Manual,Euro 4,15,6892.2,7.729735331385051,11.546195817481625,BMW,3 Series,225,15,173.19293726222438,0.7216372385926015,12,10,7,30.0,0.125,0.57435,-5107.8,0,1,Late,0,0,1,0,1.0,Premium,3,0.1875,3.8487319391605417
360,2012,Diesel,Estate,1.6,Manual,Euro 4,11,13512.90909090909,7.374629015218945,11.909296009285454,Volvo,V50,121,0,131.00225610214,0.9924413341071211,8,6,3,17.6,0.13333333333333333,1.1260757575757574,1512.90909090909,0,1,Late,0,0,1,4,0.7333333333333333,Premium,3,0.25,3.9697653364284844
361,2012,Petrol,Hatchback,1.2,Manual,Euro 5,11,9974.0,7.803843303538772,11.60563225890444,Vauxhall,Corsa,121,0,127.66195484794883,0.9671360215753699,8,6,3,13.2,0.09999999999999999,0.8311666666666667,-2026.0,0,1,Late,0,0,1,4,0.7333333333333333,Budget,0,0.0,11.60563225890444
362,2012,Petrol,Hatchback,1.1,Manual,Euro 5,11,6363.636363636364,7.575071699507561,11.156250521031495,Mitsubishi,Colt,121,0,122.71875573134645,0.9296875434192913,8,6,3,12.100000000000001,0.09166666666666667,0.5303030303030303,-5636.363636363636,0,1,Late,0,0,1,4,0.7333333333333333,Mid,1,0.08333333333333333,11.156250521031495
363,2011,Diesel,Saloon,2.0,Automatic,Euro 5,12,7500.0,8.34283980427146,11.407564949312402,Volkswagen,Passat,144,0,136.89077939174882,0.877504996100954,9,7,4,24.0,0.15384615384615385,0.625,-4500.0,0,1,Late,0,0,1,3,0.8,Upper_Mid,2,0.15384615384615385,5.703782474656201
364,2006,Petrol,Saloon,2.0,Manual,Euro 4,17,7748.470588235294,7.312553498102598,11.788464103475317,Audi,A6 Saloon,289,17,200.40388975908039,0.6549146724152953,14,12,9,34.0,0.1111111111111111,0.6457058823529411,-4251.529411764706,0,1,Late,0,0,1,0,1.1333333333333333,Premium,3,0.16666666666666666,3.929488034491772
365,2011,Petrol,Coupe,2.0,Automatic,Euro 5,12,7666.666666666667,8.342601680684194,11.429543856031176,BMW,3 Series,144,12,137.1545262723741,0.8791956812331674,9,7,4,24.0,0.15384615384615385,0.638888888888889,-4333.333333333333,0,1,Late,0,0,1,3,0.8,Premium,3,0.23076923076923078,3.809847952010392
366,2011,Petrol,Hatchback,1.2,Manual,Euro 5,12,9875.0,7.975908360165538,11.682668239557325,Audi,A3,144,12,140.1920188746879,0.8986667876582557,9,7,4,14.399999999999999,0.0923076923076923,0.8229166666666666,-2125.0,0,1,Late,0,0,1,3,0.8,Premium,3,0.23076923076923078,3.8942227465191084
367,2012,Petrol,SUV,1.6,Manual,Euro 5,11,9545.454545454546,8.361708288575842,11.56171562913966,Hyundai,ix35,121,0,127.17887192053627,0.9634763024283051,8,6,3,17.6,0.13333333333333333,0.7954545454545455,-2454.545454545454,0,1,Late,0,0,1,4,0.7333333333333333,Mid,1,0.08333333333333333,11.56171562913966
368,2008,Petrol,Hatchback,1.6,Manual,Euro 4,15,9373.266666666666,6.682108597449809,11.853667145957877,Ford,Focus,225,0,177.80500718936815,0.7408541966223673,12,10,7,24.0,0.1,0.7811055555555555,-2626.7333333333336,0,1,Late,0,0,1,0,1.0,Mid,1,0.0625,11.853667145957877
369,2020,Petrol,Hatchback,1.2,Manual,Euro 6,3,7594.0,9.277812087091196,10.033726029459856,Vauxhall,Corsa,9,0,30.10117808837957,2.508431507364964,0,0,0,3.5999999999999996,0.3,0.6328333333333334,-4406.0,0,0,Early,1,0,0,12,0.2,Budget,0,0.0,10.033726029459856
370,2019,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,Euro 6,4,17422.5,9.893437216682626,11.151812114432564,BMW,3 Series,16,4,44.60724845773026,2.230362422886513,1,0,0,8.0,0.4,1.451875,5422.5,0,0,Early,1,0,0,11,0.26666666666666666,Premium,3,0.6000000000000001,3.7172707048108546
371,2010,Petrol,Hatchback,1.4,Manual,Euro 5,13,6000.0,7.779048644925556,11.26446410567173,Peugeot,207,169,0,146.43803337373248,0.8046045789765521,10,8,5,18.2,0.09999999999999999,0.5,-6000.0,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.26446410567173
372,2010,Petrol,Hatchback,1.4,Manual,Euro 5,13,6461.538461538462,7.684783943522785,11.33857207782545,Peugeot,207,169,0,147.40143701173085,0.8098980055589607,10,8,5,18.2,0.09999999999999999,0.5384615384615384,-5538.461538461538,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.33857207782545
373,2015,Petrol,Hatchback,1.2,Manual,Euro 6,8,10000.0,8.465899897028686,11.289781913656018,Fiat,500,64,0,90.31825530924814,1.2544202126284465,5,3,0,9.6,0.13333333333333333,0.8333333333333334,-2000.0,0,0,Mid,0,1,0,7,0.5333333333333333,Mid,1,0.1111111111111111,11.289781913656018
374,2005,Petrol,Saloon,2.5,Automatic,Euro 4,18,5555.555555555556,8.400659375160286,11.512925464970229,BMW,5 Series,324,18,207.2326583694641,0.6059434455247489,15,13,10,45.0,0.13157894736842105,0.46296296296296297,-6444.444444444444,0,1,Late,0,0,1,0,1.2,Premium,3,0.15789473684210525,3.8376418216567427
375,2007,Petrol,Saloon,2.0,Automatic,Euro 4,16,6531.1875,7.972466015974565,11.556932780963226,BMW,3 Series,256,16,184.91092449541162,0.679819575350778,13,11,8,32.0,0.11764705882352941,0.544265625,-5468.8125,0,1,Late,0,0,1,0,1.0666666666666667,Premium,3,0.1764705882352941,3.8523109269877422
376,2015,Petrol,Hatchback,1.4,Manual,Euro 6,8,9251.25,8.411832675758411,11.211955498191513,Vauxhall,Corsa,64,0,89.6956439855321,1.2457728331323903,5,3,0,11.2,0.15555555555555556,0.7709375,-2748.75,0,0,Mid,0,1,0,7,0.5333333333333333,Budget,0,0.0,11.211955498191513
377,2013,Diesel,Coupe,2.1,Automatic,Euro 5,10,11440.1,8.294049640102028,11.647465099148372,Mercedes,C Class,100,10,116.47465099148371,1.058860463558943,7,5,2,21.0,0.19090909090909092,0.9533416666666666,-559.8999999999996,0,1,Mid,0,1,0,5,0.6666666666666666,Premium,3,0.2727272727272727,3.8824883663827907
378,2012,Petrol,Hatchback,1.6,Manual,Euro 5,11,8909.09090909091,8.00469951054955,11.49272275765271,Vauxhall,Astra,121,0,126.4199503341798,0.9577268964710591,8,6,3,17.6,0.13333333333333333,0.7424242424242425,-3090.90909090909,0,1,Late,0,0,1,4,0.7333333333333333,Budget,0,0.0,11.49272275765271
379,2019,Diesel,Hatchback,1.5,Automatic,Euro 6,4,15000.0,9.740792136877351,11.002099841204238,Mercedes,A Class,16,4,44.00839936481695,2.2004199682408476,1,0,0,6.0,0.3,1.25,3000.0,0,0,Early,1,0,0,11,0.26666666666666666,Premium,3,0.6000000000000001,3.667366613734746
380,2010,Petrol,Hatchback,1.6,Manual,Euro 4,13,7153.846153846154,7.489412083508719,11.440354772135391,Ford,Focus,169,0,148.7246120377601,0.8171681980096708,10,8,5,20.8,0.1142857142857143,0.5961538461538461,-4846.153846153846,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.440354772135391
381,2008,Petrol,Hatchback,1.6,Manual,Euro 4,15,9373.266666666666,6.682108597449809,11.853667145957877,Ford,Focus,225,0,177.80500718936815,0.7408541966223673,12,10,7,24.0,0.1,0.7811055555555555,-2626.7333333333336,0,1,Late,0,0,1,0,1.0,Mid,1,0.0625,11.853667145957877
382,2019,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,Euro 6,4,17422.5,9.893437216682626,11.151812114432564,BMW,3 Series,16,4,44.60724845773026,2.230362422886513,1,0,0,8.0,0.4,1.451875,5422.5,0,0,Early,1,0,0,11,0.26666666666666666,Premium,3,0.6000000000000001,3.7172707048108546
383,2016,Diesel,Hatchback,1.4,Manual,Euro 6,7,10027.0,8.83927669058535,11.158946882579238,Skoda,Fabia,49,0,78.11262817805466,1.3948683603224048,4,2,0,9.799999999999999,0.175,0.8355833333333333,-1973.0,0,0,Mid,0,1,0,8,0.4666666666666667,Upper_Mid,2,0.25,5.579473441289619
384,2012,Petrol,Hatchback,1.4,Manual,Euro 5,11,6000.0,8.49596955496461,11.097410021008562,Seat,Ibiza,121,0,122.07151023109418,0.9247841684173802,8,6,3,15.399999999999999,0.11666666666666665,0.5,-6000.0,0,1,Late,0,0,1,4,0.7333333333333333,Upper_Mid,2,0.16666666666666666,5.548705010504281
385,2003,Petrol,Hatchback,1.3,Manual,Euro 4,20,4875.25,6.882437470997847,11.48765893772234,Ford,Fiesta,400,0,229.75317875444682,0.5470313779867781,17,15,12,26.0,0.06190476190476191,0.40627083333333336,-7124.75,0,1,Late,0,0,1,0,1.3333333333333333,Mid,1,0.047619047619047616,11.48765893772234
386,2012,Petrol,Hatchback,1.6,Automatic,Euro 5,11,9090.90909090909,8.410720946905721,11.512925464970229,Hyundai,ix20,121,0,126.64218011467251,0.9594104554141857,8,6,3,17.6,0.13333333333333333,0.7575757575757575,-2909.09090909091,0,1,Late,0,0,1,4,0.7333333333333333,Mid,1,0.08333333333333333,11.512925464970229
387,2005,Petrol,Saloon,2.0,Manual,Euro 4,18,5555.5,7.312553498102598,11.512915464920228,BMW,3 Series,324,18,207.2324783685641,0.6059429192063278,15,13,10,36.0,0.10526315789473684,0.46295833333333336,-6444.5,0,1,Late,0,0,1,0,1.2,Premium,3,0.15789473684210525,3.8376384883067427
388,2009,Petrol,Estate,1.4,Manual,Euro 4,14,7071.428571428572,7.822044008185619,11.502875129116727,Fiat,Doblo,196,0,161.04025180763418,0.7668583419411151,11,9,6,19.599999999999998,0.09333333333333332,0.5892857142857143,-4928.571428571428,0,1,Late,0,0,1,1,0.9333333333333333,Mid,1,0.06666666666666667,11.502875129116727
389,2015,Petrol,Hatchback,1.3,Manual,Euro 6,8,11950.125,8.290292591224315,11.467938559235831,Ford,Fiesta,64,0,91.74350847388665,1.2742153954706479,5,3,0,10.4,0.14444444444444446,0.99584375,-49.875,0,0,Mid,0,1,0,7,0.5333333333333333,Mid,1,0.1111111111111111,11.467938559235831
390,2006,Diesel,Coupe,3.0,Automatic,Euro 4,17,8764.70588235294,7.824046010856292,11.911701584927595,Mercedes,CLK,289,17,202.4989269437691,0.6617611991626442,14,12,9,51.0,0.16666666666666666,0.7303921568627451,-3235.2941176470595,0,1,Late,0,0,1,0,1.1333333333333333,Premium,3,0.16666666666666666,3.970567194975865
391,2009,Petrol,Hatchback,1.4,Manual,Euro 5,14,5000.0,8.433594167539924,11.156250521031495,Volkswagen,Golf,196,0,156.18750729444093,0.743750034735433,11,9,6,19.599999999999998,0.09333333333333332,0.4166666666666667,-7000.0,0,1,Late,0,0,1,1,0.9333333333333333,Upper_Mid,2,0.13333333333333333,5.578125260515748
392,2004,Petrol,Hatchback,1.4,Manual,Euro 4,19,7105.263157894737,7.080867896690782,11.813030057420567,Ford,Fiesta,361,0,224.44757109099078,0.5906515028710284,16,14,11,26.599999999999998,0.06999999999999999,0.5921052631578947,-4894.736842105263,0,1,Late,0,0,1,0,1.2666666666666666,Mid,1,0.05,11.813030057420567
393,2011,Petrol,Hatchback,1.8,Manual,Euro 5,12,6583.333333333333,7.989560449333865,11.27720313144916,Vauxhall,Insignia,144,0,135.32643757738992,0.8674771639576276,9,7,4,21.6,0.13846153846153847,0.548611111111111,-5416.666666666667,0,1,Late,0,0,1,3,0.8,Budget,0,0.0,11.27720313144916
394,2016,Diesel,Hatchback,1.4,Manual,Euro 6,7,10027.0,8.83927669058535,11.158946882579238,Skoda,Fabia,49,0,78.11262817805466,1.3948683603224048,4,2,0,9.799999999999999,0.175,0.8355833333333333,-1973.0,0,0,Mid,0,1,0,8,0.4666666666666667,Upper_Mid,2,0.25,5.579473441289619
395,2016,Diesel,Estate,1.6,Manual,Euro 6,7,8140.571428571428,9.169518377455928,10.95052580565819,Peugeot,308 SW,49,0,76.65368063960733,1.3688157257072737,4,2,0,11.200000000000001,0.2,0.6783809523809524,-3859.4285714285716,0,0,Mid,0,1,0,8,0.4666666666666667,Mid,1,0.125,10.95052580565819
396,2003,Petrol,Convertible,2.5,Manual,Euro 3,20,6945.5,7.824046010856292,11.841581520391436,BMW,3 Series,400,20,236.83163040782873,0.5638848343043541,17,15,12,50.0,0.11904761904761904,0.5787916666666667,-5054.5,0,1,Late,0,0,1,0,1.3333333333333333,Premium,3,0.14285714285714285,3.947193840130479
397,2005,Petrol,Hatchback,1.6,Automatic,Euro 4,18,3055.5555555555557,7.822044008185619,10.915088464214609,Citroen,C3,324,0,196.47159235586295,0.5744783402218215,15,13,10,28.8,0.08421052631578947,0.25462962962962965,-8944.444444444445,0,1,Late,0,0,1,0,1.2,Mid,1,0.05263157894736842,10.915088464214609
398,2005,Petrol,Coupe,5.0,Automatic,Euro 6,18,5519.444444444444,8.517193191416238,11.506404247979964,Ford,Mustang,324,0,207.11527646363933,0.6056002235778928,15,13,10,90.0,0.2631578947368421,0.4599537037037037,-6480.555555555556,0,1,Late,0,0,1,0,1.2,Mid,1,0.05263157894736842,11.506404247979964
399,2012,Petrol,Hatchback,1.4,Manual,Euro 5,11,10727.272727272728,7.822044008185619,11.6784399034478,Honda,Jazz,121,0,128.4628389379258,0.9732033252873166,8,6,3,15.399999999999999,0.11666666666666665,0.893939393939394,-1272.727272727272,0,1,Late,0,0,1,4,0.7333333333333333,Upper_Mid,2,0.16666666666666666,5.8392199517239
400,2003,Petrol,Hatchback,1.8,Automatic,Euro 4,20,2800.0,7.820037989458753,10.933106969717286,Skoda,Octavia,400,0,218.66213939434573,0.5206241414151089,17,15,12,36.0,0.08571428571428572,0.23333333333333334,-9200.0,0,1,Late,0,0,1,0,1.3333333333333333,Upper_Mid,2,0.09523809523809523,5.466553484858643
401,2012,Petrol,Hatchback,1.4,Manual,Euro 5,11,7090.909090909091,8.202482446576537,11.26446410567173,Peugeot,208,121,0,123.90910516238903,0.9387053421393108,8,6,3,15.399999999999999,0.11666666666666665,0.5909090909090909,-4909.090909090909,0,1,Late,0,0,1,4,0.7333333333333333,Mid,1,0.08333333333333333,11.26446410567173
402,2009,Petrol,Hatchback,1.6,Manual,Euro 4,14,9428.57142857143,7.822044008185619,11.790557201568507,Nissan,Qashqai,196,0,165.0678008219591,0.7860371467712338,11,9,6,22.400000000000002,0.10666666666666667,0.7857142857142858,-2571.4285714285706,0,1,Late,0,0,1,1,0.9333333333333333,Mid,1,0.06666666666666667,11.790557201568507
403,2010,Petrol,Saloon,1.6,Automatic,Euro 5,13,7538.461538461538,7.822044008185619,11.49272275765271,Chevrolet,Cruze,169,0,149.40539584948522,0.8209087684037649,10,8,5,20.8,0.1142857142857143,0.6282051282051282,-4461.538461538462,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,11.49272275765271
404,2009,Petrol,Saloon,2.0,Manual,Euro 5,14,7000.0,8.281470857895167,11.49272275765271,BMW,3 Series,196,14,160.89811860713792,0.7661815171768472,11,9,6,28.0,0.13333333333333333,0.5833333333333334,-5000.0,0,1,Late,0,0,1,1,0.9333333333333333,Premium,3,0.2,3.8309075858842365
405,2005,Petrol,Convertible,2.0,Manual,Euro 3,18,5872.944444444444,7.90100705199242,11.568483153888918,BMW,3 Series,324,18,208.23269677000053,0.6088675344152062,15,13,10,36.0,0.10526315789473684,0.489412037037037,-6127.055555555556,0,1,Late,0,0,1,0,1.2,Premium,3,0.15789473684210525,3.856161051296306
406,2011,Petrol,Hatchback,1.6,Manual,Euro 5,12,8750.0,7.989560449333865,11.56171562913966,Ford,Focus,144,0,138.74058754967592,0.8893627407030509,9,7,4,19.200000000000003,0.12307692307692308,0.7291666666666666,-3250.0,0,1,Late,0,0,1,3,0.8,Mid,1,0.07692307692307693,11.56171562913966
407,2016,Diesel,Estate,1.6,Manual,Euro 6,7,8140.571428571428,9.169518377455928,10.95052580565819,Peugeot,308 SW,49,0,76.65368063960733,1.3688157257072737,4,2,0,11.200000000000001,0.2,0.6783809523809524,-3859.4285714285716,0,0,Mid,0,1,0,8,0.4666666666666667,Mid,1,0.125,10.95052580565819
408,2016,Diesel,Hatchback,1.6,Manual,Euro 6,7,7900.142857142857,9.121399862679535,10.920546270529568,Peugeot,308,49,0,76.44382389370698,1.365068283816196,4,2,0,11.200000000000001,0.2,0.658345238095238,-4099.857142857143,0,0,Mid,0,1,0,8,0.4666666666666667,Mid,1,0.125,10.920546270529568
409,2012,Petrol,Hatchback,1.6,Manual,Euro 5,11,6636.363636363636,8.922658299524402,11.198214720130528,BMW,1 Series,121,11,123.1803619214358,0.9331845600108774,8,6,3,17.6,0.13333333333333333,0.553030303030303,-5363.636363636364,0,1,Late,0,0,1,4,0.7333333333333333,Premium,3,0.25,3.7327382400435094
410,2001,Petrol,Hatchback,1.6,Automatic,Euro 4,22,4255.0,7.374629015218945,11.446892494365793,Vauxhall,Astra,484,0,251.83163487604745,0.49769097801590406,19,17,14,35.2,0.06956521739130435,0.3545833333333333,-7745.0,0,1,Late,0,0,1,0,1.4666666666666666,Budget,0,0.0,11.446892494365793
411,2009,Petrol,Saloon,1.6,Automatic,Euro 4,14,9142.857142857143,8.293799608846818,11.759785542901756,Mercedes,C Class,196,14,164.6369976006246,0.783985702860117,11,9,6,22.400000000000002,0.10666666666666667,0.761904761904762,-2857.142857142857,0,1,Late,0,0,1,1,0.9333333333333333,Premium,3,0.2,3.9199285143005853
412,2016,Petrol,Hatchback,1.2,Manual,Euro 6,7,4571.428571428572,8.612321536507814,10.373491181781864,Dacia,Sandero,49,0,72.61443827247305,1.296686397722733,4,2,0,8.4,0.15,0.380952380952381,-7428.571428571428,0,0,Mid,0,1,0,8,0.4666666666666667,Budget,0,0.0,10.373491181781864
413,2007,Petrol,SUV,1.5,Manual,Euro 4,16,6875.0,7.309881485824787,11.608235644774552,Daihatsu,Terios,256,0,185.73177031639284,0.6828373908690913,13,11,8,24.0,0.08823529411764706,0.5729166666666666,-5125.0,0,1,Late,0,0,1,0,1.0666666666666667,Budget,0,0.0,11.608235644774552
414,2011,Petrol,Hatchback,1.4,Manual,Euro 5,12,8666.666666666666,8.15908865466791,11.55214617812351,Alfa,Romeo Giulietta,144,0,138.62575413748212,0.8886266290864238,9,7,4,16.799999999999997,0.10769230769230768,0.7222222222222222,-3333.333333333334,0,1,Late,0,0,1,3,0.8,Upper_Mid,2,0.15384615384615385,5.776073089061755
415,2009,Petrol,Hatchback,1.6,Manual,Euro 4,14,8071.428571428572,7.822044008185619,11.635143097694478,Nissan,Qashqai,196,0,162.89200336772268,0.7756762065129652,11,9,6,22.400000000000002,0.10666666666666667,0.6726190476190477,-3928.5714285714284,0,1,Late,0,0,1,1,0.9333333333333333,Mid,1,0.06666666666666667,11.635143097694478
416,2011,Petrol,Hatchback,1.6,Manual,Euro 5,12,7000.0,8.213381737034572,11.33857207782545,Ford,Focus,144,0,136.06286493390542,0.8721978521404192,9,7,4,19.200000000000003,0.12307692307692308,0.5833333333333334,-5000.0,0,1,Late,0,0,1,3,0.8,Mid,1,0.07692307692307693,11.33857207782545
417,2008,Petrol,Hatchback,1.6,Manual,Euro 4,15,7266.666666666667,7.309881485824787,11.59910316121128,Vauxhall,Astra,225,0,173.9865474181692,0.724943947575705,12,10,7,24.0,0.1,0.6055555555555556,-4733.333333333333,0,1,Late,0,0,1,0,1.0,Budget,0,0.0,11.59910316121128
418,2009,Petrol,Hatchback,1.4,Manual,Euro 4,14,4957.142857142857,7.822044008185619,11.147642146494896,Mini,Hatch,196,0,156.06699005092855,0.7431761430996597,11,9,6,19.599999999999998,0.09333333333333332,0.41309523809523807,-7042.857142857143,0,1,Late,0,0,1,1,0.9333333333333333,Upper_Mid,2,0.13333333333333333,5.573821073247448
419,2011,Petrol,Hatchback,1.2,Manual,Euro 5,12,8255.083333333334,7.937017489515454,11.50349110098326,Seat,Ibiza,144,0,138.0418932117991,0.8848839308448662,9,7,4,14.399999999999999,0.0923076923076923,0.6879236111111111,-3744.916666666666,0,1,Late,0,0,1,3,0.8,Upper_Mid,2,0.15384615384615385,5.75174555049163
420,2019,Petrol Plug-in Hybrid,Saloon,2.0,Automatic,Euro 6,4,17422.5,9.893437216682626,11.151812114432564,BMW,3 Series,16,4,44.60724845773026,2.230362422886513,1,0,0,8.0,0.4,1.451875,5422.5,0,0,Early,1,0,0,11,0.26666666666666666,Premium,3,0.6000000000000001,3.7172707048108546
421,2019,Petrol,Hatchback,1.3,Automatic,Euro 6,4,15600.5,9.674074388208323,11.04135260512594,Mercedes,A Class,16,4,44.16541042050376,2.208270521025188,1,0,0,5.2,0.26,1.3000416666666668,3600.5,0,0,Early,1,0,0,11,0.26666666666666666,Premium,3,0.6000000000000001,3.6804508683753134
422,2006,Petrol,Convertible,1.8,Automatic,Euro 4,17,6764.705882352941,8.00469951054955,11.652687407345388,Mercedes,CLK,289,17,198.0956859248716,0.6473715226302993,14,12,9,30.6,0.1,0.5637254901960784,-5235.294117647059,0,1,Late,0,0,1,0,1.1333333333333333,Premium,3,0.16666666666666666,3.884229135781796
423,2015,Petrol,Hatchback,1.2,Manual,Euro 6,8,6825.0,8.51699317141357,10.907789161732996,Vauxhall,Corsa,64,0,87.26231329386397,1.2119765735258885,5,3,0,9.6,0.13333333333333333,0.56875,-5175.0,0,0,Mid,0,1,0,7,0.5333333333333333,Budget,0,0.0,10.907789161732996
424,2004,Petrol,Hatchback,1.0,Manual,Euro 4,19,3864.4210526315783,7.52294091807237,11.204006136634614,Toyota,Yaris,361,0,212.87611659605767,0.5602003068317307,16,14,11,19.0,0.05,0.3220350877192982,-8135.578947368422,0,1,Late,0,0,1,0,1.2666666666666666,Upper_Mid,2,0.1,5.602003068317307
425,2010,Petrol,Hatchback,1.4,Manual,Euro 5,13,8384.615384615385,8.100161446936607,11.59910316121128,Audi,A3,169,13,150.78834109574663,0.8285073686579486,10,8,5,18.2,0.09999999999999999,0.6987179487179487,-3615.3846153846152,0,1,Late,0,0,1,2,0.8666666666666667,Premium,3,0.21428571428571427,3.86636772040376
426,2010,Diesel,Hatchback,1.6,Automatic,Euro 4,13,3430.076923076923,8.294049640102028,10.70528732392309,Hyundai,i30,169,0,139.16873521100015,0.7646633802802206,10,8,5,20.8,0.1142857142857143,0.28583974358974357,-8569.923076923078,0,1,Late,0,0,1,2,0.8666666666666667,Mid,1,0.07142857142857142,10.70528732392309
427,2009,Petrol,Hatchback,1.4,Manual,Euro 5,14,6728.571428571428,7.597396320212795,11.453175460564454,Nissan,Note,196,0,160.34445644790236,0.7635450307042969,11,9,6,19.599999999999998,0.09333333333333332,0.5607142857142857,-5271.428571428572,0,1,Late,0,0,1,1,0.9333333333333333,Mid,1,0.06666666666666667,11.453175460564454
